location_x,location_y,power_of_shot,knockout_match,game_season,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,match_id,remaining_time
1.0,74.0,1.0,0.0,2002-03,27.0,0.0,Center(C),Goal Line,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4435.0,"42.982923, -71.446094",shot - 3,20200820,10.2
105.0,-3.0,1.0,0.0,2002-03,30.0,0.0,Right Side(R),Mid Range,8-16 ft.,25-02-2003,MANU vs. LAC,4436.0,"42.982923, -71.446094",shot - 3,20200820,9.75
0.0,0.0,1.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4437.0,"42.982923, -71.446094",shot - 4,20200820,9.7
0.0,0.0,1.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4438.0,"42.982923, -71.446094",shot - 49,20200820,7.883333333333333
159.0,-28.0,2.0,0.0,2002-03,36.0,0.0,Right Side(R),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4439.0,"42.982923, -71.446094",shot - 30,20200820,8.483333333333333
-3.0,206.0,2.0,0.0,2002-03,40.0,1.0,Center(C),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4440.0,"42.982923, -71.446094",shot - 35,20200820,7.75
1.0,253.0,2.0,0.0,2002-03,45.0,0.0,Center(C),Penalty Spot,24+ ft.,25-02-2003,MANU vs. LAC,4441.0,"42.982923, -71.446094",shot - 36,20200820,6.6
0.0,0.0,2.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4442.0,"42.982923, -71.446094",shot - 32,20200820,6.15
-6.0,117.0,2.0,0.0,2002-03,31.0,0.0,Center(C),Goal Line,8-16 ft.,25-02-2003,MANU vs. LAC,4443.0,"42.982923, -71.446094",shot - 54,20200820,4.2
-151.0,66.0,2.0,0.0,2002-03,36.0,1.0,Left Side(L),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4444.0,"42.982923, -71.446094",shot - 3,20200820,3.1666666666666665
-158.0,191.0,2.0,0.0,2002-03,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,25-02-2003,MANU vs. LAC,4445.0,"42.982923, -71.446094",shot - 3,20200820,2.0
140.0,48.0,3.0,0.0,2002-03,34.0,1.0,Right Side(R),Mid Range,8-16 ft.,25-02-2003,MANU vs. LAC,4446.0,"42.982923, -71.446094",shot - 3,20200820,10.716666666666667
-97.0,227.0,3.0,0.0,2002-03,44.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,25-02-2003,MANU vs. LAC,4447.0,"42.982923, -71.446094",shot - 4,20200820,10.283333333333333
-74.0,169.0,3.0,0.0,2002-03,38.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4448.0,"42.982923, -71.446094",shot - 3,20200820,7.6
-200.0,68.0,3.0,0.0,2002-03,41.0,0.0,Left Side(L),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4449.0,"42.982923, -71.446094",shot - 3,20200820,5.066666666666666
156.0,84.0,3.0,0.0,2002-03,37.0,1.0,Right Side(R),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4450.0,"42.982923, -71.446094",shot - 4,20200820,2.783333333333333
197.0,-21.0,3.0,0.0,2002-03,39.0,0.0,Right Side(R),Mid Range,16-24 ft.,25-02-2003,MANU vs. LAC,4451.0,"42.982923, -71.446094",shot - 36,20200820,1.1
-64.0,245.0,4.0,0.0,2002-03,45.0,0.0,Center(C),Penalty Spot,24+ ft.,25-02-2003,MANU vs. LAC,4453.0,"42.982923, -71.446094",shot - 3,20200820,9.45
0.0,76.0,4.0,0.0,2002-03,27.0,0.0,Center(C),Goal Line,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4454.0,"42.982923, -71.446094",shot - 23,20200820,8.683333333333334
-230.0,64.0,4.0,0.0,2002-03,43.0,0.0,Left Side(L),Left Corner,24+ ft.,25-02-2003,MANU vs. LAC,4455.0,"42.982923, -71.446094",shot - 1,20200820,5.5
0.0,0.0,4.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4456.0,"42.982923, -71.446094",shot - 39,20200820,5.133333333333334
158.0,0.0,4.0,0.0,2002-03,35.0,1.0,Right Side(R),Mid Range,8-16 ft.,25-02-2003,MANU vs. LAC,4457.0,"42.982923, -71.446094",shot - 25,20200820,4.466666666666667
0.0,0.0,4.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,25-02-2003,MANU vs. LAC,4459.0,"42.982923, -71.446094",shot - 1,20200820,44.74
-141.0,100.0,1.0,0.0,2002-03,37.0,1.0,Left Side(L),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4462.0,"42.982923, -71.446094",shot - 3,20200833,3.8333333333333335
0.0,0.0,1.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,27-02-2003,MANU vs. DET,4463.0,"42.982923, -71.446094",shot - 12,20200833,2.85
164.0,-3.0,1.0,0.0,2002-03,36.0,0.0,Right Side(R),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4464.0,"42.982923, -71.446094",shot - 3,20200833,2.216666666666667
-107.0,141.0,2.0,0.0,2002-03,37.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4465.0,"42.982923, -71.446094",shot - 3,20200833,11.483333333333333
131.0,-26.0,2.0,0.0,2002-03,33.0,0.0,Right Side(R),Mid Range,8-16 ft.,27-02-2003,MANU vs. DET,4466.0,"42.982923, -71.446094",shot - 46,20200833,118.19
161.0,12.0,2.0,0.0,2002-03,36.0,0.0,Right Side(R),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4467.0,"42.982923, -71.446094",shot - 3,20200833,9.75
5.0,270.0,2.0,0.0,2002-03,47.0,0.0,Center(C),Penalty Spot,24+ ft.,27-02-2003,MANU vs. DET,4468.0,"42.982923, -71.446094",shot - 54,20200833,4.05
140.0,-11.0,2.0,0.0,2002-03,34.0,0.0,Right Side(R),Mid Range,8-16 ft.,27-02-2003,MANU vs. DET,4469.0,"42.982923, -71.446094",shot - 9,20200833,0.13333333333333333
0.0,0.0,3.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,27-02-2003,MANU vs. DET,4471.0,"42.982923, -71.446094",shot - 56,20200833,7.766666666666667
0.0,81.0,3.0,0.0,2002-03,33.0,1.0,Left Side(L),Mid Range,8-16 ft.,27-02-2003,MANU vs. DET,4472.0,"42.982923, -71.446094",shot - 44,20200833,7.1
-52.0,0.0,3.0,0.0,2002-03,39.0,0.0,Center(C),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4473.0,"42.982923, -71.446094",shot - 3,20200833,5.866666666666667
0.0,0.0,3.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,27-02-2003,MANU vs. DET,4474.0,"42.982923, -71.446094",shot - 1,20200833,1.65
-84.0,117.0,4.0,0.0,2002-03,34.0,1.0,Left Side(L),Mid Range,8-16 ft.,27-02-2003,MANU vs. DET,4475.0,"42.982923, -71.446094",shot - 3,20200833,11.783333333333333
-87.0,0.0,4.0,0.0,2002-03,40.0,0.0,Left Side(L),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4476.0,"42.982923, -71.446094",shot - 55,20200833,10.3
-126.0,-21.0,4.0,0.0,2002-03,32.0,0.0,Left Side(L),Mid Range,8-16 ft.,27-02-2003,MANU vs. DET,4477.0,"42.982923, -71.446094",shot - 3,20200833,8.783333333333333
0.0,0.0,4.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,27-02-2003,MANU vs. DET,4478.0,"42.982923, -71.446094",shot - 12,20200833,8.7
-48.0,105.0,4.0,0.0,2002-03,31.0,0.0,Center(C),Goal Line,8-16 ft.,27-02-2003,MANU vs. DET,4479.0,"42.982923, -71.446094",shot - 41,20200833,7.333333333333333
125.0,110.0,4.0,0.0,2002-03,36.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,27-02-2003,MANU vs. DET,4481.0,"42.982923, -71.446094",shot - 15,20200833,1.4666666666666668
-164.0,148.0,1.0,0.0,2002-03,42.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4482.0,"47.633181, -122.308343",shot - 3,20200842,11.0
79.0,192.0,1.0,0.0,2002-03,40.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4483.0,"47.633181, -122.308343",shot - 51,20200842,9.683333333333334
66.0,10.0,1.0,0.0,2002-03,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,28-02-2003,MANU @ SEA,4484.0,"47.633181, -122.308343",shot - 8,20200842,6.233333333333333
54.0,176.0,1.0,0.0,2002-03,38.0,1.0,Center(C),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4485.0,"47.633181, -122.308343",shot - 3,20200842,4.166666666666667
105.0,240.0,1.0,0.0,2002-03,46.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4486.0,"47.633181, -122.308343",shot - 32,20200842,1.65
210.0,160.0,2.0,0.0,2002-03,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4487.0,"47.633181, -122.308343",shot - 3,20200842,10.683333333333334
0.0,164.0,2.0,0.0,2002-03,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4488.0,"47.633181, -122.308343",shot - 3,20200842,9.033333333333333
-192.0,172.0,2.0,0.0,2002-03,45.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4489.0,"47.633181, -122.308343",shot - 3,20200842,11.483333333333333
67.0,248.0,2.0,0.0,2002-03,45.0,0.0,Center(C),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4490.0,"47.633181, -122.308343",shot - 51,20200842,4.333333333333333
94.0,163.0,2.0,0.0,2002-03,38.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4491.0,"47.633181, -122.308343",shot - 3,20200842,3.8666666666666667
92.0,33.0,2.0,0.0,2002-03,29.0,1.0,Right Side(R),Mid Range,8-16 ft.,28-02-2003,MANU @ SEA,4492.0,"47.633181, -122.308343",shot - 31,20200842,1.7833333333333332
172.0,18.0,2.0,0.0,2002-03,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4493.0,"47.633181, -122.308343",shot - 29,20200842,1.45
28.0,150.0,3.0,0.0,2002-03,35.0,0.0,Center(C),Mid Range,8-16 ft.,28-02-2003,MANU @ SEA,4494.0,"47.633181, -122.308343",shot - 3,20200842,11.583333333333334
0.0,0.0,3.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,28-02-2003,MANU @ SEA,4495.0,"47.633181, -122.308343",shot - 4,20200842,10.716666666666667
-141.0,99.0,3.0,0.0,2002-03,37.0,0.0,Left Side(L),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4497.0,"47.633181, -122.308343",shot - 7,20200842,9.6
-15.0,258.0,3.0,0.0,2002-03,45.0,0.0,Center(C),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4498.0,"47.633181, -122.308343",shot - 3,20200842,8.533333333333333
138.0,13.0,3.0,0.0,2002-03,33.0,0.0,Right Side(R),Mid Range,8-16 ft.,28-02-2003,MANU @ SEA,4499.0,"47.633181, -122.308343",shot - 27,20200842,7.383333333333334
52.0,156.0,3.0,0.0,2002-03,36.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4500.0,"47.633181, -122.308343",shot - 3,20200842,3.3833333333333333
144.0,-19.0,3.0,0.0,2002-03,34.0,0.0,Right Side(R),Mid Range,8-16 ft.,28-02-2003,MANU @ SEA,4501.0,"47.633181, -122.308343",shot - 46,20200842,2.466666666666667
189.0,38.0,3.0,0.0,2002-03,39.0,0.0,Right Side(R),Mid Range,16-24 ft.,28-02-2003,MANU @ SEA,4502.0,"47.633181, -122.308343",shot - 3,20200842,1.05
212.0,145.0,4.0,0.0,2002-03,45.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4504.0,"47.633181, -122.308343",shot - 17,20200842,7.216666666666667
5.0,0.0,4.0,0.0,2002-03,44.0,1.0,Center(C),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4505.0,"47.633181, -122.308343",shot - 3,20200842,6.7
176.0,0.0,4.0,0.0,2002-03,48.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4506.0,"47.633181, -122.308343",shot - 34,20200842,6.233333333333333
-85.0,233.0,4.0,0.0,2002-03,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,28-02-2003,MANU @ SEA,4508.0,"47.633181, -122.308343",shot - 3,20200842,1.9333333333333333
0.0,0.0,1.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,05-03-2003,MANU vs. IND,4509.0,"42.982923, -71.446094",shot - 4,20200880,6.666666666666667
51.0,30.0,1.0,0.0,2002-03,25.0,1.0,Center(C),Goal Line,Less Than 8 ft.,05-03-2003,MANU vs. IND,4510.0,"42.982923, -71.446094",shot - 3,20200880,5.566666666666666
69.0,140.0,1.0,0.0,2002-03,35.0,0.0,Center(C),Mid Range,8-16 ft.,05-03-2003,MANU vs. IND,4511.0,"42.982923, -71.446094",shot - 16,20200880,4.516666666666667
-146.0,150.0,1.0,0.0,2002-03,40.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4513.0,"42.982923, -71.446094",shot - 39,20200880,2.55
-187.0,115.0,1.0,0.0,2002-03,41.0,0.0,Left Side(L),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4514.0,"42.982923, -71.446094",shot - 3,20200880,1.85
-159.0,61.0,1.0,0.0,2002-03,37.0,0.0,Left Side(L),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4515.0,"42.982923, -71.446094",shot - 44,20200880,0.3
-123.0,0.0,2.0,0.0,2002-03,32.0,0.0,Left Side(L),Mid Range,8-16 ft.,05-03-2003,MANU vs. IND,4516.0,"42.982923, -71.446094",shot - 0,20200880,10.533333333333333
-163.0,97.0,2.0,0.0,2002-03,39.0,0.0,Left Side(L),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4517.0,"42.982923, -71.446094",shot - 7,20200880,5.0
-38.0,35.0,2.0,0.0,2002-03,25.0,0.0,Center(C),Goal Line,Less Than 8 ft.,05-03-2003,MANU vs. IND,4520.0,"42.982923, -71.446094",shot - 50,20200880,0.43333333333333335
84.0,171.0,3.0,0.0,2002-03,39.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4521.0,"42.982923, -71.446094",shot - 3,20200880,10.083333333333334
-39.0,71.0,3.0,0.0,2002-03,28.0,1.0,Center(C),Goal Line,8-16 ft.,05-03-2003,MANU vs. IND,4523.0,"42.982923, -71.446094",shot - 3,20200880,5.233333333333333
0.0,0.0,3.0,0.0,2002-03,27.0,1.0,Center(C),Goal Line,Less Than 8 ft.,05-03-2003,MANU vs. IND,4524.0,"42.982923, -71.446094",shot - 3,20200880,3.95
-156.0,33.0,3.0,0.0,2002-03,35.0,0.0,Left Side(L),Mid Range,8-16 ft.,05-03-2003,MANU vs. IND,4526.0,"42.982923, -71.446094",shot - 28,20200880,2.9
164.0,233.0,3.0,0.0,2002-03,48.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,05-03-2003,MANU vs. IND,4527.0,"42.982923, -71.446094",shot - 17,20200880,94.2
0.0,0.0,4.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,05-03-2003,MANU vs. IND,4528.0,"42.982923, -71.446094",shot - 4,20200880,9.2
0.0,0.0,4.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,05-03-2003,MANU vs. IND,4529.0,"42.982923, -71.446094",shot - 24,20200880,6.266666666666667
36.0,173.0,4.0,0.0,2002-03,37.0,1.0,Center(C),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4530.0,"42.982923, -71.446094",shot - 3,20200880,5.15
77.0,197.0,4.0,0.0,2002-03,41.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,05-03-2003,MANU vs. IND,4531.0,"42.982923, -71.446094",shot - 46,20200880,3.6166666666666667
0.0,63.0,4.0,0.0,2002-03,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,05-03-2003,MANU vs. IND,4532.0,"42.982923, -71.446094",shot - 25,20200880,112.77666666666667
-102.0,238.0,4.0,0.0,2002-03,45.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,05-03-2003,MANU vs. IND,4533.0,"42.982923, -71.446094",shot - 36,20200880,2.5
-117.0,-13.0,4.0,0.0,2002-03,31.0,0.0,Left Side(L),Mid Range,8-16 ft.,05-03-2003,MANU vs. IND,4534.0,"42.982923, -71.446094",shot - 52,20200880,2.3
133.0,122.0,1.0,0.0,2002-03,38.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4535.0,"42.982923, -71.446094",shot - 3,20200890,9.183333333333334
112.0,0.0,1.0,0.0,2002-03,39.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4536.0,"42.982923, -71.446094",shot - 3,20200890,8.333333333333334
146.0,120.0,1.0,0.0,2002-03,38.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4538.0,"42.982923, -71.446094",shot - 36,20200890,3.3333333333333335
158.0,204.0,1.0,0.0,2002-03,45.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,07-03-2003,MANU vs. MIN,4539.0,"42.982923, -71.446094",shot - 29,20200890,1.9666666666666668
107.0,46.0,2.0,0.0,2002-03,31.0,1.0,Right Side(R),Mid Range,8-16 ft.,07-03-2003,MANU vs. MIN,4540.0,"42.982923, -71.446094",shot - 3,20200890,11.65
-110.0,120.0,2.0,0.0,2002-03,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4541.0,"42.982923, -71.446094",shot - 3,20200890,9.6
10.0,68.0,2.0,0.0,2002-03,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,07-03-2003,MANU vs. MIN,4542.0,"42.982923, -71.446094",shot - 3,20200890,9.55
176.0,-11.0,2.0,0.0,2002-03,37.0,1.0,Right Side(R),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4543.0,"42.982923, -71.446094",shot - 38,20200890,4.833333333333333
-77.0,143.0,2.0,0.0,2002-03,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4544.0,"42.982923, -71.446094",shot - 3,20200890,4.266666666666667
-204.0,-8.0,2.0,0.0,2002-03,40.0,0.0,Left Side(L),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4545.0,"42.982923, -71.446094",shot - 8,20200890,2.35
-159.0,-9.0,3.0,0.0,2002-03,35.0,0.0,Left Side(L),Mid Range,8-16 ft.,07-03-2003,MANU vs. MIN,4548.0,"42.982923, -71.446094",shot - 3,20200890,8.983333333333333
128.0,46.0,3.0,0.0,2002-03,33.0,1.0,Right Side(R),Mid Range,8-16 ft.,07-03-2003,MANU vs. MIN,4549.0,"42.982923, -71.446094",shot - 26,20200890,7.433333333333334
-95.0,230.0,3.0,0.0,2002-03,44.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,07-03-2003,MANU vs. MIN,4550.0,"42.982923, -71.446094",shot - 51,20200890,0.08333333333333333
-97.0,164.0,4.0,0.0,2002-03,39.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4551.0,"42.982923, -71.446094",shot - 3,20200890,11.016666666666667
-74.0,81.0,4.0,0.0,2002-03,30.0,1.0,Left Side(L),Goal Line,8-16 ft.,07-03-2003,MANU vs. MIN,4552.0,"42.982923, -71.446094",shot - 52,20200890,10.5
39.0,255.0,4.0,0.0,2002-03,45.0,0.0,Center(C),Penalty Spot,24+ ft.,07-03-2003,MANU vs. MIN,4554.0,"42.982923, -71.446094",shot - 3,20200890,8.983333333333333
-87.0,174.0,4.0,0.0,2002-03,39.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4555.0,"42.982923, -71.446094",shot - 18,20200890,8.05
-128.0,158.0,4.0,0.0,2002-03,40.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,07-03-2003,MANU vs. MIN,4557.0,"42.982923, -71.446094",shot - 3,20200890,5.683333333333334
112.0,174.0,1.0,0.0,2002-03,40.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4559.0,"42.982923, -71.446094",shot - 3,20200901,9.35
87.0,63.0,1.0,0.0,2002-03,30.0,0.0,Right Side(R),Mid Range,8-16 ft.,09-03-2003,MANU vs. PHI,4560.0,"42.982923, -71.446094",shot - 37,20200901,6.1
149.0,12.0,1.0,0.0,2002-03,34.0,1.0,Right Side(R),Mid Range,8-16 ft.,09-03-2003,MANU vs. PHI,4561.0,"42.982923, -71.446094",shot - 3,20200901,4.166666666666667
10.0,278.0,1.0,0.0,2002-03,47.0,0.0,Center(C),Penalty Spot,24+ ft.,09-03-2003,MANU vs. PHI,4562.0,"42.982923, -71.446094",shot - 3,20200901,1.4333333333333333
-97.0,137.0,2.0,0.0,2002-03,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4564.0,"42.982923, -71.446094",shot - 3,20200901,11.383333333333333
163.0,0.0,2.0,0.0,2002-03,36.0,0.0,Right Side(R),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4565.0,"42.982923, -71.446094",shot - 52,20200901,9.7
-8.0,0.0,2.0,0.0,2002-03,25.0,1.0,Center(C),Goal Line,Less Than 8 ft.,09-03-2003,MANU vs. PHI,4566.0,"42.982923, -71.446094",shot - 3,20200901,9.266666666666667
79.0,196.0,2.0,0.0,2002-03,41.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4567.0,"42.982923, -71.446094",shot - 3,20200901,8.633333333333333
112.0,155.0,2.0,0.0,2002-03,39.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4569.0,"42.982923, -71.446094",shot - 3,20200901,1.6
125.0,86.0,2.0,0.0,2002-03,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,09-03-2003,MANU vs. PHI,4570.0,"42.982923, -71.446094",shot - 22,20200901,0.48333333333333334
171.0,-6.0,3.0,0.0,2002-03,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4571.0,"42.982923, -71.446094",shot - 4,20200901,9.116666666666667
-151.0,158.0,3.0,0.0,2002-03,41.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4572.0,"42.982923, -71.446094",shot - 3,20200901,7.233333333333333
-38.0,141.0,3.0,0.0,2002-03,34.0,0.0,Center(C),Mid Range,8-16 ft.,09-03-2003,MANU vs. PHI,4575.0,"42.982923, -71.446094",shot - 3,20200901,0.7166666666666667
-122.0,140.0,3.0,0.0,2002-03,38.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4576.0,"42.982923, -71.446094",shot - 3,20200901,0.0
-103.0,138.0,4.0,0.0,2002-03,37.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,09-03-2003,MANU vs. PHI,4577.0,"42.982923, -71.446094",shot - 3,20200901,11.15
141.0,0.0,1.0,0.0,2002-03,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4579.0,"41.845137, -87.660450",shot - 3,20200917,11.45
-97.0,31.0,1.0,0.0,2002-03,30.0,1.0,Left Side(L),Mid Range,8-16 ft.,11-03-2003,MANU @ CHI,4580.0,"41.845137, -87.660450",shot - 3,20200917,7.583333333333333
0.0,0.0,1.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2003,MANU @ CHI,4581.0,"41.845137, -87.660450",shot - 39,20200917,7.2
187.0,-3.0,1.0,0.0,2002-03,38.0,1.0,Right Side(R),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4582.0,"41.845137, -87.660450",shot - 3,20200917,6.783333333333333
0.0,0.0,1.0,0.0,2002-03,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2003,MANU @ CHI,4583.0,"41.845137, -87.660450",shot - 1,20200917,6.416666666666667
172.0,41.0,1.0,0.0,2002-03,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4584.0,"41.845137, -87.660450",shot - 3,20200917,6.083333333333333
-69.0,191.0,2.0,0.0,2002-03,40.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4585.0,"41.845137, -87.660450",shot - 6,20200917,11.7
74.0,197.0,2.0,0.0,2002-03,41.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4586.0,"41.845137, -87.660450",shot - 3,20200917,9.75
222.0,107.0,2.0,0.0,2002-03,44.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,11-03-2003,MANU @ CHI,4588.0,"41.845137, -87.660450",shot - 7,20200917,4.35
153.0,-11.0,2.0,0.0,2002-03,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,11-03-2003,MANU @ CHI,4589.0,"41.845137, -87.660450",shot - 12,20200917,3.9333333333333336
172.0,197.0,2.0,0.0,2002-03,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,11-03-2003,MANU @ CHI,4590.0,"41.845137, -87.660450",shot - 52,20200917,2.783333333333333
-82.0,10.0,2.0,0.0,2002-03,28.0,1.0,Left Side(L),Mid Range,8-16 ft.,11-03-2003,MANU @ CHI,4591.0,"41.845137, -87.660450",shot - 3,20200917,1.9
166.0,10.0,3.0,0.0,2002-03,36.0,0.0,Right Side(R),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4593.0,"41.845137, -87.660450",shot - 56,20200917,7.4
0.0,0.0,3.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2003,MANU @ CHI,4595.0,"41.845137, -87.660450",shot - 39,20200917,3.5833333333333335
-191.0,125.0,3.0,0.0,2002-03,42.0,1.0,Left Side(L),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4596.0,"41.845137, -87.660450",shot - 3,20200917,2.25
-176.0,181.0,3.0,0.0,2002-03,45.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,11-03-2003,MANU @ CHI,4597.0,"41.845137, -87.660450",shot - 3,20200917,0.0
-146.0,160.0,4.0,0.0,2002-03,41.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,11-03-2003,MANU @ CHI,4598.0,"41.845137, -87.660450",shot - 3,20200917,11.2
0.0,0.0,4.0,0.0,2002-03,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2003,MANU @ CHI,4599.0,"41.845137, -87.660450",shot - 39,20200917,10.5
